"week","mean","median","sd","skewness","kurtosis"
"2018-42",53197.289713614,45640,50995.760179384,2.88357296106123,48.4636921843856
"2018-43",29062.3904597691,504,52597.247046534,5.93226747072793,89.7712698977286
"2018-44",20519.5077686713,82,52030.7839706259,8.3140188997049,145.751442286376
"2018-45",23792.6692638012,55,76990.1226952716,9.37044702008131,120.578127266365
"2018-46",22287.4300897559,51,51392.4009889685,5.50748235877112,79.2604221774228
"2018-47",29575.8916646369,78,71004.8787693941,6.78559800754949,95.5414616727217
"2018-48",35597.5982912776,88,77498.8106411186,3.93558518138705,39.4768160122582
"2018-49",37219.942394558,71,78077.9702401408,2.66461276909033,16.7158778229858
"2018-50",35978.3644789234,156,76061.1998233175,3.00283199793321,20.7742615610196
"2018-51",37573.4919846499,76,79892.1862582573,2.64975654790115,15.8260812581871
"2018-52",37594.8480940926,74,79995.1323607778,2.47550982528477,13.9281815477117
"2019-01",34064.7604470261,69,78186.1851687614,2.94219181560424,17.7856192390901
"2019-02",13022.8382340834,56,47213.7506561705,9.14321027593629,156.221158360207
"2019-03",13585.2238055302,56,60510.3048344964,10.4275249975792,148.601099674219
"2019-04",16025.9067407078,99,54521.7731378267,8.39336222918283,126.822036699087
"2019-05",15776.7510762318,71,55125.849189209,8.59209991913892,129.297344731235
"2019-06",17786.2582747089,99,50082.6268675417,5.71283222891454,72.137715731722
"2019-07",15596.9145784458,92,50325.2594393837,7.00393248911058,90.8337045017873
"2019-08",20081.3432108027,98,61937.4158132345,7.66901460842571,105.40235675333
"2019-09",18060.9441949346,72,79485.5869163377,12.1133402570845,200.028978122684
"2019-10",47220.6315996211,696,77953.6680782179,2.96033188705749,28.2872930517222
"2019-11",19828.2294382284,132,57723.1497483707,8.25034817578717,120.328182386944
"2019-12",17321.7380288803,52,68014.2863965454,10.5475862481397,181.21094226896
"2019-13",18417.5966610356,49,71744.9680192299,9.52193788591276,134.722454904076
"2019-14",36240.8781341674,114,89939.7652398924,5.41171317460354,53.9994236850789
"2019-15",16256.0107462096,70,65118.9012320592,9.58467360884794,148.393274971032
"2019-16",19525.665448398,63,68785.9073373615,7.41514669341299,88.358425861366
"2019-17",21248.0504521379,59,86823.9321707536,8.80676840270332,107.26566835537
"2019-18",23481.3727363515,86,83261.8177290242,7.42834768885711,80.0009508518108
"2019-19",24304.0340994958,124,67873.7996540125,5.31547149565705,55.0831677063052
"2019-20",29942.377254775,82,93571.9645958618,7.27463179447478,82.2139174513399
"2019-21",29731.7690080299,118,87853.8883007794,7.18190121316984,83.3596945339364
"2019-22",46888.6177323655,237,113898.084675222,4.07343054846509,27.0090889617055
"2019-23",54062.6497630137,135,124472.634509229,3.19788003848265,17.4220198585085
"2019-24",42430.7890695167,131,97969.2987099872,3.87497805004562,28.6372873081394
"2019-25",51092.2563792588,171,110380.194038208,3.664061367336,27.5711946320475
"2019-26",56316.2614404655,325,118700.525798997,3.33728136180473,22.6326202327306
"2019-27",48472.8537121038,125,118264.613293358,4.6291817955221,38.3523311215026
"2019-28",20695.3832632577,32,75191.6314166472,7.26521905947766,86.9014454794997
"2019-29",24449.2641481706,176,87717.6177912475,9.97371264011282,128.907461772913
"2019-30",17020.0378179878,31,70324.7680500483,8.04581022787651,99.5683508569484
"2019-31",14451.5258669368,28,65941.3519585448,10.075002734426,144.864539507511
"2019-32",17986.5792218061,35,72951.7023548543,8.58014505507133,117.048776823093
"2019-33",25139.1334972654,118,83331.7083535268,6.33023373375956,65.6564347080436
"2019-34",17364.896456466,95,67591.6889500027,7.73942319103641,95.1824593362168
"2019-35",17484.2576935499,88,61599.5554783204,6.29151554151553,62.3064955461636
"2019-36",21191.309595713,41,82191.9334288347,8.49678241626416,110.058770054856
"2019-37",17592.4437277608,49,62635.0695217038,7.10885734402499,86.8328584075199
"2019-38",14369.2575071877,24,67375.7076647151,10.1315481150249,162.877245686728
"2019-39",17712.956749261,38,71006.0812969465,8.49543287395836,113.765528042873
"2019-40",16831.7969336975,51,62677.5512689983,6.59371805972542,69.7731670763577
"2019-41",17307.3047827809,56,73603.6193363818,9.0157096207074,123.097438708107
"2019-42",19642.8073060824,74,77264.9387867742,8.44628568224354,110.886353098213
"2019-43",15966.3390003281,83,61825.4288347335,8.00179962227132,106.122132956562
"2019-44",16305.6564080741,66,56943.7567747154,7.51379026276283,112.860029054445
"2019-45",21777.1838356261,72,67201.3742581843,5.63057487013263,52.946056680251
"2019-46",26031.7028363386,63,93113.6172055058,7.25284390852153,80.1557892299568
"2019-47",16778.1147608114,54,68758.3385906118,10.2960249760164,175.954883687512
"2019-48",17280.3175317568,67,64159.8706843022,6.51622133935304,69.6750216106913
"2019-49",16875.9335599304,55,84398.9878650114,10.7182259148836,149.432914440472
"2019-50",25163.8264690712,532,59472.4058763265,5.06148883093623,47.9609162714642
"2019-51",15539.070474203,49,65459.4162883071,7.94518008716341,100.72841717478
"2019-52",8129.65487318564,9,50978.1290476437,11.8769903572921,198.297167663592
"2020-01",15000.6753152183,27,68556.248697122,9.0324145404339,120.757186369856
"2020-02",21532.0327666178,97,82339.6607446537,7.83759941611724,87.8604754058746
"2020-03",21508.8956560481,108,73177.7014206705,6.23066981837111,63.8181810937175
"2020-04",29204.2174803325,101,84434.5546124407,3.95912086960292,23.8227881189027
"2020-05",30362.2635351433,100,89764.4145307343,4.35708442285918,30.0189431390654
"2020-06",26407.1006664268,82,83634.4778112511,5.0330963245396,42.1324285170544
"2020-07",42004.1933957378,185,110180.854254714,4.60387126769718,36.8357427649576
"2020-08",39595.8161403154,120,106817.45356884,3.96888902383003,25.5861805433377
"2020-09",30869.6823683757,76,104890.958775846,6.34274723941461,60.429055589416
"2020-10",102147.889400932,4807,147031.561160569,1.62648728192364,7.03100559130935
